,user,numPCwithUSBDay,numPCwithUSBNight,numConnectionDay,numConnectionNight,numCopy2DeviceDay,numCopy2DeviceNight,numWrite2DeviceDay,numWrite2DeviceNight,numCopyFromDeviceDay,numCopyFromDeviceNight,numWriteFromDeviceDay,numWriteFromDeviceNight,numDelFromDeviceDay,numDelFromDeviceNight,numOpenOnPCDay,numOpenOnPCNight
337,BEH2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,54
338,BEH2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5
339,BFD1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21
340,BFR3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27
341,BGA2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7
342,BGB3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18
343,BGH2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
344,BGM1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,32
345,BGM2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
346,BGN3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
347,BGR1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20
348,BGS0751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12
349,BGW1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,31
350,BHB2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6
351,BHC0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10
352,BHC2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
353,BHC2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
354,BHD0598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10
355,BHD2088,214,18,128,15,35,3,30,3,67,5,0,0,51,5,75,15
356,BHE1709,1465,330,585,132,322,79,191,42,408,86,0,0,366,85,341,75
357,BHK2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
358,BHM0430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9
359,BHN2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
360,BHS1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7
361,BHW2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
362,BIT2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
363,BJA1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,18
364,BJC0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18
365,BJC3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8
366,BJE0351,1419,302,710,163,303,71,192,41,389,76,0,0,350,78,339,68
367,BJF0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9
368,BJG0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,13
369,BJH3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
370,BJR0940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
371,BJS0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7
372,BJS0744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
373,BJV2631,974,129,333,62,219,29,128,23,260,30,0,0,237,29,293,42
374,BJW2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9
375,BKA0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
376,BKB0853,4806,477,320,42,1186,125,610,64,1242,110,0,0,1203,121,1071,114
377,BKC2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
378,BKF0427,1078,189,585,150,256,45,128,20,278,60,0,0,276,49,258,38
379,BKF1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,50
380,BKF2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11
381,BKM1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24
382,BKM3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
383,BKM3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
384,BKR3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
385,BKS2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
386,BKW1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15
387,BLB1876,1303,478,542,252,129,44,254,92,363,164,0,0,364,120,879,348
388,BLD2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,12
389,BLL3585,84,71,76,51,22,12,11,11,20,22,0,0,18,19,48,47
390,BLL3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,55
391,BLN0230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11
392,BLS1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,17
393,BLS3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
394,BLY1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16
395,BMA1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,20
396,BMB0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,31
397,BMC3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13
398,BMC3636,112,133,92,95,9,15,24,27,40,33,0,0,14,40,150,149
399,BMH0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9
400,BMH1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,50
401,BMM0462,237,2083,84,906,56,503,32,269,70,527,0,0,54,513,162,521
402,BMM3328,304,41,122,24,77,10,41,6,88,4,0,0,60,16,60,9
403,BMN0178,40,2,18,3,9,0,5,0,12,1,0,0,9,0,10,5
404,BMN3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
405,BMR1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,33
406,BMS0925,1113,171,326,62,237,37,140,28,306,51,0,0,285,37,327,42
407,BMV1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
408,BNB3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,37
409,BNF1110,1358,1319,74,77,186,165,250,226,376,379,0,0,371,370,606,623
410,BNH2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,39
411,BNH3516,656,55,356,62,55,7,348,22,91,14,0,0,85,8,340,111
412,BNK0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
413,BNR2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
414,BNR3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
415,BNS2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18
416,BNS3233,279,117,2227,839,63,25,42,19,66,35,0,0,63,28,73,29
417,BNW3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
418,BOH1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7
419,BOJ2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
420,BON0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8
421,BOR2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30
422,BOV1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,387
423,BPD2437,255,2503,99,1033,56,618,25,327,83,644,0,0,62,605,169,586
424,BPL3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
425,BPM3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2
426,BPN3051,133,1911,70,896,29,477,25,245,44,507,0,0,21,466,89,405
427,BPR1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
428,BQK2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,155
429,BQV1308,196,35,115,21,40,7,25,4,49,10,0,0,49,11,143,18
430,BQW1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3
431,BRB2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6
432,BRC1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
433,BRC3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
434,BRD3314,107,20,118,14,23,2,18,2,26,3,0,0,25,8,48,10
435,BRG3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8
436,BRG3267,7174,922,2502,346,1798,238,881,99,1783,235,0,0,1806,238,1610,180
437,BRH1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
438,BRJ2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15
439,BRM0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20
440,BRM0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
441,BRR2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11
442,BRS0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8
443,BRW0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,16
444,BRW3552,194,7,123,5,44,2,19,0,53,2,0,0,49,3,78,4
445,BSB3083,2516,549,606,132,617,133,322,61,652,153,0,0,582,131,632,130
446,BSM2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
447,BSM2844,6578,797,2255,280,1595,198,859,96,1634,222,0,0,1628,188,1554,171
448,BSS2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,36
449,BSV1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8
450,BTB0489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19
451,BTG3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
452,BTV0644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2
453,BUS1727,1670,168,983,105,382,35,217,26,465,38,0,0,408,46,357,54
454,BUS2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10
455,BUW2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
456,BVB1673,156,60,182,82,5,3,103,43,12,3,0,0,14,3,56,48
457,BVC0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,171
458,BVD3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
459,BWA2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21
460,BWC2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18
461,BWJ0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,31
462,BWK0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,49
463,BWM2339,208,43,299,85,47,12,29,7,49,11,0,0,58,8,132,48
464,BWW1159,457,244,279,133,97,62,66,30,114,62,0,0,107,62,136,53
465,BXG1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,68
466,BXG3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
467,BXK2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11
468,BXN0660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10
469,BXT2678,747,168,300,82,69,11,348,100,128,19,0,0,121,20,357,98
470,BXW1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8
471,BYC3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
472,BYF3784,426,86,572,136,90,14,65,12,126,17,0,0,93,33,129,42
473,BYS3626,4530,1422,309,111,955,296,650,188,1214,369,0,0,1128,375,1128,393
474,BZB3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
475,BZH1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,32
476,CAB3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,30
477,CAC3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
478,CAF1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9
479,CAF3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
480,CAG0502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
481,CAG0888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,18
482,CAG2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
483,CAG2442,202,2029,80,888,45,517,27,257,48,524,0,0,48,503,143,415
484,CAG3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14
485,CAG3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
486,CAM0679,501,229,466,225,103,52,58,41,138,52,0,0,127,51,142,68
487,CAM1323,189,23,132,24,30,9,29,2,51,3,0,0,50,7,59,7
488,CAM2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
489,CAM3050,182,2075,94,949,52,495,22,276,52,571,0,0,39,487,145,497
490,CAP1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,33
491,CAP2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11
492,CAR0928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9
493,CAR0992,964,295,547,182,134,46,138,43,284,73,0,0,255,80,784,311
494,CAR2244,797,356,304,133,187,94,89,47,214,89,0,0,201,84,191,80
495,CAR2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14
496,CAS0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
497,CAV1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8
498,CBA1023,411,311,2275,1774,89,64,52,57,103,80,0,0,98,62,134,102
499,CBB2904,1587,208,323,61,382,52,212,27,400,56,0,0,383,49,371,50
500,CBC0952,416,3,135,4,75,2,62,0,124,0,0,0,103,1,216,18
501,CBC3175,508,36,122,12,108,7,75,7,137,8,0,0,130,11,158,8
502,CBD0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9
503,CBG1074,831,90,658,67,54,5,171,22,236,28,0,0,234,24,606,105
504,CBG1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4
505,CBG2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14
506,CBH0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2
507,CBJ0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
508,CBJ2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6
509,CBJ3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37
510,CBL3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
511,CBM0060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9
512,CBM0410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,65
513,CBM2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23
514,CBR0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,36
515,CBR2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
516,CBS0951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
517,CBW2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11
518,CCB0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,42
519,CCB3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,39
520,CCB3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
521,CCB3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
522,CCC0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9
523,CCD3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12
524,CCF2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
525,CCF3529,1192,311,2337,733,42,6,868,212,69,28,0,0,55,22,571,174
526,CCG1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25
527,CCH3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
528,CCL1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7
529,CCL3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
530,CCM2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
531,CCM3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,30
532,CCN2726,242,124,2005,832,47,31,38,22,68,33,0,0,59,26,81,34
533,CCS3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14
534,CCT0020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,17
535,CCT2165,1029,541,294,205,141,80,175,99,303,156,0,0,264,131,333,183
536,CCW2381,6034,1149,2291,512,1121,234,1031,188,1475,293,0,0,1614,287,1930,378
537,CCW3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21
538,CDA2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
539,CDB2017,201,109,93,58,50,24,28,13,48,35,0,0,44,21,88,37
540,CDB2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5
541,CDB3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,236
542,CDC3413,340,209,340,194,65,49,47,29,106,43,0,0,88,57,115,83
543,CDD0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20
544,CDE1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,59
545,CDL0867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
546,CDL2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
547,CDM0538,724,16,709,32,149,2,100,2,193,4,0,0,197,3,212,9
548,CDM1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
549,CDM2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
550,CDP0340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
551,CDP2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18
552,CDS1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
553,CDS3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
554,CDW0886,335,49,156,21,53,10,62,6,94,11,0,0,80,9,116,24
555,CDW0986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
556,CDW2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20
557,CEC1352,6860,1099,2739,494,1371,221,1187,208,1681,252,0,0,1728,271,1578,283
558,CEM1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,33
559,CER0228,1153,508,563,244,176,80,183,98,324,137,0,0,304,134,756,276
560,CET3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,56
561,CFL0156,613,267,582,282,147,60,78,35,162,75,0,0,142,59,167,86
562,CFP3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,35
563,CFS1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,16
564,CGB3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
565,CGG2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26
566,CGG3388,186,161,109,83,41,35,23,22,54,47,0,0,42,35,48,33
567,CGM0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,17
568,CGM2036,464,17,354,34,102,4,52,3,127,3,0,0,123,4,155,8
569,CGM3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
570,CGT3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6
571,CGW0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,107
572,CGW3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
573,CHA3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,254
574,CHB0996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,60
575,CHB1062,157,2134,85,960,32,528,11,268,48,546,0,0,43,531,270,535
576,CHB3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
577,CHC0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,35
578,CHF1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,18
579,CHH2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19
580,CHH3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30
581,CHL3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,17
582,CHM1561,5383,5161,2077,2011,1296,1290,654,624,1370,1297,0,0,1364,1250,1214,1211
583,CHM2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
584,CHS2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,46
585,CHU3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
586,CHV0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,22
587,CHY0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14
588,CID3640,542,238,2156,907,58,24,158,74,135,53,0,0,113,52,190,97
589,CID3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,75
590,CIG2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,34
591,CIG3191,261,42,100,20,56,11,37,9,69,11,0,0,64,6,81,18
592,CIG3459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4
593,CIH0995,156,25,110,20,28,5,15,6,46,8,0,0,44,3,110,22
594,CIR1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
595,CIS3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12
596,CIS3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5
597,CIT0310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
598,CIV0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
599,CIY1654,239,90,101,44,19,7,121,42,39,17,0,0,24,16,245,112
600,CJC1433,747,235,596,162,151,42,107,37,193,63,0,0,199,63,214,70
601,CJC2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5
602,CJF1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
603,CJG3002,307,15,114,9,72,6,42,1,84,2,0,0,71,3,88,10
604,CJH0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6
605,CJH2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,99
606,CJH2411,199,59,26,13,42,13,28,12,51,18,0,0,53,12,56,13
607,CJH2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
608,CJH3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,259
609,CJJ1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4
610,CJM0273,6451,4823,2511,1844,1644,1175,805,605,1610,1235,0,0,1582,1181,1485,1098
611,CJM0584,130,19,38,5,19,1,38,3,26,4,0,0,26,5,72,18
612,CJM3315,827,431,280,149,187,121,96,47,208,99,0,0,231,102,177,97
613,CJM3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28
614,CJS1986,324,9,2725,89,65,2,51,1,95,1,0,0,77,5,96,2
615,CJT1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13
616,CJW0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19
617,CKB0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15
618,CKB0596,113,14,101,13,9,0,18,3,32,6,0,0,28,3,384,125
619,CKB3645,1143,368,277,97,166,48,188,64,345,109,0,0,286,98,358,132
620,CKB3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5
621,CKD3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
622,CKG1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
623,CKG3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15
624,CKH0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
625,CKH2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
626,CKH2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
627,CKL0697,694,226,519,208,164,42,101,26,178,66,0,0,166,64,194,62
628,CKL3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8
629,CKM0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,15
630,CKP0265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16
631,CKP0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,22
632,CKP3600,190,9,54,11,37,0,32,2,47,3,0,0,48,3,90,8
633,CKR2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15
634,CLD1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
635,CLE3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11
636,CLG3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
637,CLM2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
638,CLR1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15
639,CLR2407,528,142,2603,654,126,27,72,13,134,35,0,0,134,47,105,37
640,CMA1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17
641,CMB2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6
642,CMB3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,31
643,CMC1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
644,CMD0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,35
645,CMH0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
646,CMH2342,930,266,2377,706,203,50,124,46,250,79,0,0,238,65,270,57
647,CMM0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23
648,CMM1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,87
649,CMM3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
650,CMM3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
651,CMM3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,61
652,CMO2396,420,236,420,270,95,39,51,44,114,67,0,0,101,60,141,73
653,CMP2946,685,139,1403,187,26,7,335,75,130,19,0,0,110,17,913,181
654,CMR1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,90
655,CMS1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,71
656,CMS2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10
657,CMT0267,1600,388,101,20,109,46,271,72,500,106,0,0,488,116,994,236
658,CMW0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9
659,CNB1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,81
660,CND3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15
661,CNE2161,2168,241,645,99,504,51,291,40,597,62,0,0,525,57,462,59
662,CNF0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
663,CNH3475,1325,140,634,74,310,34,164,19,363,46,0,0,324,25,310,31
664,CNK1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30
665,CNP1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9
666,CNR1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
667,CNS2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
668,CNT0946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11
669,CNW2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7
670,COB0461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
671,COD2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
672,CPC0724,663,440,124,73,166,83,93,62,173,135,0,0,148,106,167,100
673,CPM1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
674,CPP2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
675,CPR1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13
676,CPT1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3
677,CQA3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
678,CQS2883,489,166,673,226,116,39,57,18,123,43,0,0,125,47,162,62
